Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
2002/6/27,87,95,82,0,,
2002/6/28,87,94,82,0,,
2002/6/29,88,95,82,0,,
2002/6/30,81,93,77,0.36,,
2002/7/1,79,85,76,1.13,,
2002/7/2,78,83,76,0.29,,
2002/7/3,82,90,76,1.59,,
2002/7/4,85,95,77,0.01,,
2002/7/5,85,98,78,0.61,,
2002/7/6,85,95,77,0.13,,
2002/7/7,83,93,78,0.05,,
2002/7/8,83,92,78,0.74,,
2002/7/9,85,93,79,0,,
2002/7/10,86,94,78,0,,
2002/7/11,85,92,81,0,,
2002/7/12,87,94,81,0,,
2002/7/13,89,97,81,0,,
2002/7/14,89,98,83,0,,
2002/7/15,87,97,79,0.32,,
2002/7/16,83,89,80,0.1,,
2002/7/17,82,90,77,1.41,,
2002/7/18,83,88,77,0.05,,
2002/7/19,82,85,80,0.75,,
2002/7/20,80,84,78,0.35,,
2002/7/21,80,90,75,0.34,,
2002/7/22,82,87,78,0.22,,
2002/7/23,81,89,78,0.02,,
2002/7/24,83,90,78,0.03,,
2002/7/25,83,91,77,1.16,,
2002/7/26,79,86,78,0.1,,
2002/7/27,80,85,77,1.57,,
2002/7/28,82,92,78,0.11,,
2002/7/29,81,89,77,0.28,,
2002/7/30,82,88,77,0.44,,
2002/7/31,82,88,77,1.06,,
2002/8/1,83,94,75,0,,
2002/8/2,83,95,76,1.07,,
2002/8/3,83,91,79,1.2,,
2002/8/4,84,93,78,0.17,,
2002/8/5,81,90,76,2.02,,
2002/8/6,80,84,76,0.5,,
2002/8/7,82,89,79,0.07,,
2002/8/8,81,89,78,0.41,,
2002/8/9,78,84,76,1.03,,
2002/8/10,80,87,76,0.66,,
2002/8/11,81,89,74,0.26,,
2002/8/12,83,91,77,0,,
2002/8/13,85,93,78,0,,
2002/8/14,84,92,80,0,,
2002/8/15,86,94,79,0.02,,
2002/8/16,84,94,77,0.08,,
2002/8/17,83,92,77,0.35,,
2002/8/18,81,87,77,0.55,,
2002/8/19,80,86,75,1.07,,
2002/8/20,80,87,78,1.4,,
2002/8/21,84,91,77,0.12,,
2002/8/22,85,93,78,0,,
2002/8/23,85,93,80,0,,
2002/8/24,86,94,78,0,,
2002/8/25,87,94,80,0,,
2002/8/26,87,96,80,0,,
2002/8/27,84,94,75,0.8,,
2002/8/28,83,94,75,0,,
2002/8/29,86,96,78,0,,
2002/8/30,86,96,80,0,,
2002/8/31,85,95,78,0,,
2002/9/1,87,96,80,0,,
2002/9/2,86,92,80,0,,
2002/9/3,81,89,76,0,,
2002/9/4,82,93,74,0,,
2002/9/5,85,95,78,0,,
2002/9/6,85,93,80,0,,
2002/9/7,84,91,78,0,,
2002/9/8,82,90,75,0,,
2002/9/9,83,93,75,0,,
2002/9/10,84,94,80,0.34,,
2002/9/11,81,87,77,0.69,,
2002/9/12,76,79,74,3.25,,
2002/9/13,76,84,75,0.78,,
2002/9/14,78,84,75,0.21,,
2002/9/15,77,80,74,0.46,,
2002/9/16,73,76,70,0.41,,
2002/9/17,73,76,70,0.34,,
2002/9/18,79,89,72,0.1,,
2002/9/19,83,92,74,0,,
2002/9/20,84,92,78,0,,
2002/9/21,83,91,78,0,,
2002/9/22,83,89,78,0,,
2002/9/23,79,85,74,0,,
2002/9/24,78,84,74,0.03,,
2002/9/25,74,78,72,0.49,,
2002/9/26,78,85,73,0.01,,
2002/9/27,80,87,76,0.98,,
2002/9/28,71,77,70,3.01,,
2002/9/29,71,74,69,0.46,,
2002/9/30,71,75,69,0.25,,
2002/10/1,73,76,70,0,,
2002/10/2,77,88,70,0,,
2002/10/3,78,85,72,0,,
2002/10/4,80,89,74,0,,
2002/10/5,81,88,76,0,,
2002/10/6,73,81,69,0.24,,
2002/10/7,72,82,65,0,,
2002/10/8,73,83,63,0,,
2002/10/9,73,83,62,0,,
2002/10/10,72,85,62,0,,
2002/10/11,74,87,64,0,,
2002/10/12,79,89,69,0,,
2002/10/13,81,87,76,0,,
2002/10/14,81,89,74,0,,
2002/10/15,82,90,74,0,,
2002/10/16,81,88,75,0,,
2002/10/17,81,86,77,0.02,,
2002/10/18,82,90,77,0,,
2002/10/19,80,87,75,1.02,,
2002/10/20,81,86,78,0.01,,
2002/10/21,72,81,69,0.37,,
2002/10/22,65,71,62,0.67,,
2002/10/23,64,70,61,1.4,,
2002/10/24,67,77,60,0,,
2002/10/25,72,81,65,0,,
2002/10/26,74,83,69,0,,
2002/10/27,71,78,65,0,,
2002/10/28,74,78,70,0,,
2002/10/29,74,80,69,0.26,,
2002/10/30,66,70,64,1.01,,
2002/10/31,69,76,63,0.06,,
2002/11/1,70,77,64,0,,
2002/11/2,67,73,62,0,,
2002/11/3,67,76,59,0,,
2002/11/4,65,74,60,0,,
2002/11/5,65,77,54,0,,
2002/11/6,67,81,58,0,,
2002/11/7,70,84,59,0,,
2002/11/8,71,83,62,0,,
2002/11/9,69,81,60,0,,
2002/11/10,71,81,62,0,,
2002/11/11,75,85,67,0,,
2002/11/12,77,86,70,0,,
2002/11/13,76,85,69,0,,
2002/11/14,77,83,73,0,,
2002/11/15,75,85,64,0.08,,
2002/11/16,63,70,59,0.24,,
2002/11/17,62,69,57,0,,
2002/11/18,63,69,59,0.12,,
2002/11/19,64,67,62,0,,
2002/11/20,65,70,62,0,,
2002/11/21,66,75,61,0,,
2002/11/22,63,72,57,0,,
2002/11/23,63,74,55,0,,
2002/11/24,64,71,60,0.02,,
2002/11/25,62,69,56,0,,
2002/11/26,62,73,54,0,,
2002/11/27,61,65,58,0,,
2002/11/28,57,61,54,0.4,,
2002/11/29,62,65,58,0.04,,
2002/11/30,65,67,63,0.48,,
2002/12/1,66,67,64,0.31,,
2002/12/2,69,73,65,0.13,,
2002/12/3,73,81,67,0,,
2002/12/4,72,79,69,0,,
2002/12/5,74,82,70,0,,
2002/12/6,76,83,71,0,,
2002/12/7,74,82,68,0.09,,
2002/12/8,54,68,51,0.14,,
2002/12/9,52,60,46,0,,
2002/12/10,55,66,45,0,,
2002/12/11,52,58,50,0.21,,
2002/12/12,55,65,47,0.05,,
2002/12/13,55,67,44,0,,
2002/12/14,61,68,56,0,,
2002/12/15,63,75,54,0,,
2002/12/16,67,79,59,0,,
2002/12/17,68,78,62,0,,
2002/12/18,70,76,65,0.01,,
2002/12/19,70,77,62,0,,
2002/12/20,59,64,56,0.14,,
2002/12/21,60,65,56,0.01,,
2002/12/22,60,67,52,0,,
2002/12/23,61,70,57,0,,
2002/12/24,60,69,54,0,,
2002/12/25,59,65,56,0,,
2002/12/26,45,57,40,0.29,,
2002/12/27,41,46,38,0.57,,
2002/12/28,46,54,40,0,,
2002/12/29,50,57,46,0,,
2002/12/30,51,60,47,0,,
2002/12/31,53,59,47,0.02,,
2003/1/1,53,56,50,0,,
2003/1/2,56,65,53,0,,
2003/1/3,53,63,47,0.07,,
2003/1/4,52,64,40,0,,
2003/1/5,55,60,51,0,,
2003/1/6,45,55,39,1.21,,
2003/1/7,45,54,41,0.02,,
2003/1/8,47,56,41,0,,
2003/1/9,54,63,45,0,,
2003/1/10,53,64,45,0,,
2003/1/11,53,66,42,0,,
2003/1/12,54,67,46,0,,
2003/1/13,54,72,42,0,,
2003/1/14,57,73,46,0,,
2003/1/15,57,72,47,0,,
2003/1/16,59,73,51,0,,
2003/1/17,60,75,50,0,,
2003/1/18,61,77,51,0,,
2003/1/19,62,77,51,0,,
2003/1/20,61,74,53,0,,
2003/1/21,61,71,53,0,,
2003/1/22,61,75,51,0,,
2003/1/23,63,69,57,0,,
2003/1/24,63,66,59,0,,
2003/1/25,67,73,63,0,,
2003/1/26,69,78,65,0,,
2003/1/27,54,66,50,0,,
2003/1/28,53,64,45,0,,
2003/1/29,58,69,48,0,,
2003/1/30,62,68,56,0,,
2003/1/31,66,76,61,0,,
2003/2/1,61,67,56,0,,
2003/2/2,54,58,52,0,,
2003/2/3,53,56,51,0,,
2003/2/4,54,61,49,0,,
2003/2/5,56,66,50,0,,
2003/2/6,56,70,46,0,,
2003/2/7,57,60,54,0.06,,
2003/2/8,62,73,56,0.22,,
2003/2/9,66,75,59,0,,
2003/2/10,69,79,64,0,,
2003/2/11,67,80,60,0,,
2003/2/12,54,64,50,0,,
2003/2/13,54,62,48,0,,
2003/2/14,62,69,56,0,,
2003/2/15,67,71,62,0,,
2003/2/16,70,80,67,0.01,,
2003/2/17,63,70,60,0,,
2003/2/18,67,75,63,0,,
2003/2/19,68,76,63,0,,
2003/2/20,65,71,60,0,,
2003/2/21,66,71,62,0,,
2003/2/22,70,78,64,0,,
2003/2/23,70,80,64,0,,
2003/2/24,71,83,64,0,,
2003/2/25,71,78,67,0,,
2003/2/26,72,79,67,0,,
2003/2/27,73,84,63,0,,
2003/2/28,74,78,70,0,,
2003/3/1,75,82,67,0,,
2003/3/2,73,79,68,0,,
2003/3/3,72,76,69,0,,
2003/3/4,70,74,65,0.52,,
2003/3/5,67,70,63,0.01,,
2003/3/6,53,69,48,0.01,,
2003/3/7,52,62,44,0,,
2003/3/8,54,58,49,0,,
2003/3/9,56,61,51,0.11,,
2003/3/10,58,66,52,0.15,,
2003/3/11,63,71,56,0,,
2003/3/12,65,74,58,0.01,,
2003/3/13,69,80,61,0,,
2003/3/14,68,73,62,0,,
2003/3/15,70,75,65,0,,
2003/3/16,73,80,68,0,,
2003/3/17,74,82,70,0,,
2003/3/18,63,75,58,0.03,,
2003/3/19,55,59,52,0,,
2003/3/20,52,54,50,0.34,,
2003/3/21,59,68,53,0,,
2003/3/22,64,72,57,0,,
2003/3/23,61,66,59,0.91,,
2003/3/24,65,72,60,0.23,,
2003/3/25,70,80,62,0,,
2003/3/26,72,82,61,0,,
2003/3/27,74,82,66,0,,
2003/3/28,72,77,68,0.13,,
2003/3/29,70,72,66,0.04,,
2003/3/30,70,74,67,0.05,,
2003/3/31,74,79,71,0,,
2003/4/1,76,82,73,0.02,,
2003/4/2,78,85,74,0,,
2003/4/3,79,85,74,0.01,,
2003/4/4,71,79,66,0.05,,
2003/4/5,68,74,62,0,,
2003/4/6,67,71,65,0.05,,
2003/4/7,66,68,63,0.27,,
2003/4/8,72,80,67,0.12,,
2003/4/9,68,72,65,0.43,,
2003/4/10,66,68,64,0.01,,
2003/4/11,73,78,67,0.09,,
2003/4/12,76,80,74,0,,
2003/4/13,77,84,72,0.41,,
2003/4/14,69,76,65,0.35,,
2003/4/15,69,75,63,0,,
2003/4/16,71,75,67,0.02,,
2003/4/17,76,85,70,0,,
2003/4/18,79,87,72,0,,
2003/4/19,78,84,74,0,,
2003/4/20,79,88,72,0,,
2003/4/21,80,90,71,0,,
2003/4/22,80,87,74,0,,
2003/4/23,80,89,74,0,,
2003/4/24,80,91,73,0.53,,
2003/4/25,78,88,71,0.01,,
2003/4/26,80,91,70,0,,
2003/4/27,81,88,74,0,,
2003/4/28,81,89,73,0,,
2003/4/29,81,89,73,0,,
2003/4/30,78,85,73,0,,
2003/5/1,77,85,67,0,,
2003/5/2,77,83,70,0.01,,
2003/5/3,76,81,74,0.07,,
2003/5/4,76,81,72,0.57,,
2003/5/5,78,86,71,0.67,,
2003/5/6,83,90,78,0,,
2003/5/7,83,89,80,0.02,,
2003/5/8,79,87,73,1.09,,
2003/5/9,80,85,77,0,,
2003/5/10,79,84,76,0,,
2003/5/11,81,90,74,0,,
2003/5/12,81,88,75,0,,
2003/5/13,83,90,76,0,,
2003/5/14,82,89,76,2.54,,
2003/5/15,82,90,76,0.47,,
2003/5/16,85,91,80,0,,
2003/5/17,84,88,81,0.15,,
2003/5/18,77,83,74,0,,
2003/5/19,80,87,74,0,,
2003/5/20,83,90,77,0,,
2003/5/21,85,92,79,0,,
2003/5/22,83,91,76,0,,
2003/5/23,83,91,79,0.4,,
2003/5/24,82,92,76,1.48,,
2003/5/25,81,89,76,0,,
2003/5/26,82,88,78,0,,
2003/5/27,82,89,75,0,,
2003/5/28,81,88,78,0,,
2003/5/29,83,92,77,0,,
2003/5/30,84,93,76,0,,
2003/5/31,85,95,76,0,,
2003/6/1,84,94,75,0,,
2003/6/2,83,92,74,0,,
2003/6/3,81,85,77,0,,
2003/6/4,83,91,78,0,,
2003/6/5,84,91,76,0,,
2003/6/6,81,90,77,0.55,,
2003/6/7,80,83,76,0.42,,
2003/6/8,83,91,76,0,,
2003/6/9,78,83,75,1.2,,
2003/6/10,78,85,75,1.23,,
2003/6/11,78,85,76,1.59,,
2003/6/12,79,87,74,0.22,,
2003/6/13,79,83,77,0.77,,
2003/6/14,78,87,74,1.15,,
2003/6/15,77,81,74,0.02,,
2003/6/16,80,88,75,0.26,,
2003/6/17,83,93,76,0,,
2003/6/18,85,94,76,0,,
2003/6/19,86,94,78,0,,
2003/6/20,85,92,80,0,,
2003/6/21,82,88,78,0.17,,
2003/6/22,80,84,77,1.22,,
2003/6/23,82,89,78,0.37,,
2003/6/24,85,92,77,0,,
2003/6/25,83,89,78,0.63,,
2003/6/26,85,89,76,0.5,,
2003/6/27,81,87,78,0.51,,
2003/6/28,81,90,75,0.82,,
2003/6/29,83,92,74,0.19,,
2003/6/30,85,92,78,1.17,,
2003/7/1,86,93,78,0,,
2003/7/2,87,94,79,0,,
2003/7/3,87,96,80,0,,
2003/7/4,88,94,81,0,,
2003/7/5,87,95,81,0,,
2003/7/6,87,94,80,0.02,,
2003/7/7,87,95,80,0,,
2003/7/8,87,95,81,0,,
2003/7/9,87,94,81,0,,
2003/7/10,88,96,81,0,,
2003/7/11,84,93,78,0.23,,
2003/7/12,85,93,79,0.03,,
2003/7/13,87,95,82,0.1,,
2003/7/14,89,98,81,0,,
2003/7/15,90,100,81,0,,
2003/7/16,89,97,83,0,,
2003/7/17,89,97,82,0,,
2003/7/18,87,95,81,0,,
2003/7/19,88,96,81,0,,
2003/7/20,86,96,82,0.34,,
2003/7/21,81,89,77,0.42,,
2003/7/22,85,95,77,0.03,,
2003/7/23,90,98,82,0,,
2003/7/24,83,91,78,0.44,,
2003/7/25,83,89,79,0.56,,
2003/7/26,85,93,78,0.23,,
2003/7/27,87,96,78,0,,
2003/7/28,87,95,82,0,,
2003/7/29,87,95,79,0,,
2003/7/30,88,95,80,0,,
2003/7/31,88,96,82,0,,
2003/8/1,88,95,81,0,,
2003/8/2,89,97,82,0,,
2003/8/3,89,96,81,0,,
2003/8/4,90,100,82,0,,
2003/8/5,82,92,74,1.32,,
2003/8/6,81,87,78,0.09,,
2003/8/7,82,88,79,0.04,,
2003/8/8,86,93,80,0,,
2003/8/9,88,97,81,0,,
2003/8/10,88,97,82,0,,
2003/8/11,89,98,83,0,,
2003/8/12,85,90,81,0.24,,
2003/8/13,84,92,79,0.43,,
2003/8/14,85,92,81,0.13,,
2003/8/15,86,96,81,0.03,,
2003/8/16,83,90,76,1.79,,
2003/8/17,83,93,79,0.1,,
2003/8/18,84,90,78,0,,
2003/8/19,83,93,77,0.15,,
2003/8/20,83,96,76,0.55,,
2003/8/21,82,90,78,0.15,,
2003/8/22,79,89,76,0.83,,
2003/8/23,86,96,78,0,,
2003/8/24,85,92,78,0.09,,
2003/8/25,78,82,76,0.75,,
2003/8/26,82,87,77,0.74,,
2003/8/27,84,92,78,0,,
2003/8/28,86,93,78,0,,
2003/8/29,86,94,78,0,,
2003/8/30,85,95,79,0,,
2003/8/31,87,94,79,0,,
2003/9/1,85,94,76,0.93,,
2003/9/2,82,89,76,0.12,,
2003/9/3,78,80,75,4.4,,
2003/9/4,78,89,75,0.98,,
2003/9/5,80,90,74,0.19,,
2003/9/6,81,90,75,0.16,,
2003/9/7,81,87,75,0.51,,
2003/9/8,81,89,75,0.6,,
2003/9/9,84,93,75,0,,
2003/9/10,85,94,77,0,,
2003/9/11,83,92,76,0,,
2003/9/12,83,92,75,0,,
2003/9/13,83,93,76,0,,
2003/9/14,82,89,77,0.26,,
2003/9/15,76,78,74,2.95,,
2003/9/16,77,81,76,2.8,,
2003/9/17,82,90,76,0.02,,
2003/9/18,83,93,76,0,,
2003/9/19,84,95,76,0,,
2003/9/20,86,96,79,0,,
2003/9/21,81,87,78,0,,
2003/9/22,77,83,73,0,,
2003/9/23,77,84,73,0,,
2003/9/24,79,88,70,0,,
2003/9/25,81,91,71,0,,
2003/9/26,82,91,73,0,,
2003/9/27,82,88,76,0,,
2003/9/28,83,91,78,0,,
2003/9/29,84,92,78,0,,
2003/9/30,81,89,76,0.56,,
2003/10/1,82,90,76,0,,
2003/10/2,83,92,76,0,,
2003/10/3,82,88,77,0,,
2003/10/4,78,86,69,0.07,,
2003/10/5,78,86,70,0,,
2003/10/6,75,84,69,0,,
2003/10/7,74,84,66,0,,
2003/10/8,76,86,68,0,,
2003/10/9,81,89,74,0,,
2003/10/10,82,87,76,0,,
2003/10/11,79,84,75,0.06,,
2003/10/12,83,92,77,0,,
2003/10/13,76,83,69,0,,
2003/10/14,68,75,64,0,,
2003/10/15,70,78,64,0,,
2003/10/16,73,83,65,0,,
2003/10/17,74,85,65,0,,
2003/10/18,74,84,64,0,,
2003/10/19,74,84,64,0,,
2003/10/20,74,84,65,0,,
2003/10/21,75,85,65,0,,
2003/10/22,75,85,66,0,,
2003/10/23,73,85,64,0,,
2003/10/24,72,85,63,0,,
2003/10/25,73,87,62,0,,
2003/10/26,73,85,63,0,,
2003/10/27,74,82,66,0,,
2003/10/28,75,86,66,0,,
2003/10/29,74,86,65,0,,
2003/10/30,74,85,67,0,,
2003/10/31,74,83,66,0,,
2003/11/1,75,86,67,0,,
2003/11/2,75,89,68,0,,
2003/11/3,78,92,68,0,,
2003/11/4,76,85,67,0,,
2003/11/5,75,83,69,0,,
2003/11/6,75,83,67,0,,
2003/11/7,76,87,68,0,,
2003/11/8,78,86,72,0,,
2003/11/9,68,78,66,0.02,,
2003/11/10,58,66,55,0.74,,
2003/11/11,59,68,54,0,,
2003/11/12,58,66,52,0,,
2003/11/13,61,74,52,0,,
2003/11/14,67,78,58,0,,
2003/11/15,71,85,62,0,,
2003/11/16,74,83,64,0,,
2003/11/17,70,76,67,0.04,,
2003/11/18,72,78,66,0.02,,
2003/11/19,76,82,73,0,,
2003/11/20,75,79,73,0.37,,
2003/11/21,67,75,62,0.03,,
2003/11/22,64,71,57,0,,
2003/11/23,66,75,61,0,,
2003/11/24,67,79,58,0,,
2003/11/25,71,83,62,0,,
2003/11/26,70,79,62,0,,
2003/11/27,64,73,58,0,,
2003/11/28,62,71,54,0,,
2003/11/29,60,67,55,0,,
2003/11/30,57,68,49,0,,
2003/12/1,58,72,48,0,,
2003/12/2,59,72,49,0,,
2003/12/3,60,74,51,0,,
2003/12/4,61,76,52,0,,
2003/12/5,67,79,57,0,,
2003/12/6,70,79,65,0,,
2003/12/7,62,70,55,0,,
2003/12/8,59,63,55,0.07,,
2003/12/9,61,67,57,0,,
2003/12/10,56,62,51,0,,
2003/12/11,57,65,52,0,,
2003/12/12,56,65,48,0,,
2003/12/13,54,65,47,0,,
2003/12/14,56,68,45,0,,
2003/12/15,55,68,45,0,,
2003/12/16,54,68,47,0,,
2003/12/17,57,71,48,0,,
2003/12/18,59,71,51,0,,
2003/12/19,54,61,50,0,,
2003/12/20,51,60,44,0,,
2003/12/21,52,66,42,0,,
2003/12/22,55,71,46,0,,
2003/12/23,57,73,47,0,,
2003/12/24,59,75,51,0,,
2003/12/25,62,78,54,0,,
2003/12/26,63,68,59,0,,
2003/12/27,55,66,48,0,,
2003/12/28,54,69,44,0,,
2003/12/29,58,76,49,0,,
2003/12/30,62,76,53,0,,
2003/12/31,64,75,58,0,,
2004/1/1,62,75,55,0,,
2004/1/2,62,72,56,0,,
2004/1/3,61,74,53,0,,
2004/1/4,64,77,56,0,,
2004/1/5,66,80,59,0,,
2004/1/6,66,80,58,0,,
2004/1/7,64,75,59,0,,
2004/1/8,67,76,60,0,,
2004/1/9,65,75,58,0,,
2004/1/10,66,73,60,0,,
2004/1/11,59,70,55,0.11,,
2004/1/12,54,63,51,0,,
2004/1/13,51,62,45,0,,
2004/1/14,55,67,46,0,,
2004/1/15,64,73,57,0,,
2004/1/16,60,68,55,0.06,,
2004/1/17,55,64,48,0,,
2004/1/18,55,60,49,0.94,,
2004/1/19,47,50,45,0.56,,
2004/1/20,44,47,42,0.63,,
2004/1/21,45,55,38,0.02,,
2004/1/22,47,58,38,0,,
2004/1/23,47,53,44,0.03,,
2004/1/24,49,57,42,0,,
2004/1/25,47,58,38,0,,
2004/1/26,50,55,43,0,,
2004/1/27,50,54,47,0,,
2004/1/28,46,50,43,0,,
2004/1/29,50,55,46,0,,
2004/1/30,60,72,51,0,,
2004/1/31,64,69,61,0,,
2004/2/1,65,70,61,0,,
2004/2/2,60,70,54,0,,
2004/2/3,48,54,46,0.07,,
2004/2/4,43,46,42,0.28,,
2004/2/5,47,54,42,0.54,,
2004/2/6,54,60,51,0,,
2004/2/7,46,53,44,0.65,,
2004/2/8,44,45,43,0.51,,
2004/2/9,48,64,38,0,,
2004/2/10,53,69,42,0,,
2004/2/11,61,75,51,0,,
2004/2/12,65,78,57,0,,
2004/2/13,63,76,55,0,,
2004/2/14,62,78,52,0,,
2004/2/15,63,79,52,0,,
2004/2/16,67,77,60,0,,
2004/2/17,68,76,65,0,,
2004/2/18,67,79,60,0,,
2004/2/19,67,79,58,0,,
2004/2/20,69,79,60,0,,
2004/2/21,71,79,67,0,,
2004/2/22,72,83,65,0,,
2004/2/23,68,76,61,0,,
2004/2/24,65,69,61,0.07,,
2004/2/25,66,73,61,0,,
2004/2/26,69,77,61,0,,
2004/2/27,70,78,66,0,,
2004/2/28,71,78,66,0,,
2004/2/29,72,78,67,0,,
2004/3/1,72,80,64,0,,
2004/3/2,56,64,53,0,,
2004/3/3,55,60,52,0.01,,
2004/3/4,58,68,49,0,,
2004/3/5,61,70,51,0,,
2004/3/6,68,78,60,0,,
2004/3/7,67,76,61,0,,
2004/3/8,65,76,56,0,,
2004/3/9,65,77,55,0,,
2004/3/10,68,79,59,0,,
2004/3/11,72,80,66,0,,
2004/3/12,71,82,66,0,,
2004/3/13,66,70,64,0,,
2004/3/14,67,71,63,0,,
2004/3/15,68,75,62,0,,
2004/3/16,69,73,66,0,,
2004/3/17,72,80,69,0,,
2004/3/18,74,85,70,0,,
2004/3/19,69,73,67,0,,
2004/3/20,68,72,65,0,,
2004/3/21,65,69,61,0.03,,
2004/3/22,65,72,59,0,,
2004/3/23,60,68,58,0.04,,
2004/3/24,60,63,57,0,,
2004/3/25,59,62,56,0.25,,
2004/3/26,56,59,55,0.15,,
2004/3/27,57,58,55,0.03,,
2004/3/28,59,63,57,0.05,,
2004/3/29,62,63,60,0.13,,
2004/3/30,66,74,62,0.59,,
2004/3/31,64,66,62,0.33,,
2004/4/1,66,68,64,2.25,,
2004/4/2,65,74,58,0,,
2004/4/3,70,82,64,0.07,,
2004/4/4,72,86,64,0,,
2004/4/5,70,77,66,0,,
2004/4/6,70,74,68,0.02,,
2004/4/7,72,79,68,0.44,,
2004/4/8,65,71,60,0.03,,
2004/4/9,65,71,58,0,,
2004/4/10,71,78,65,0,,
2004/4/11,74,83,70,0,,
2004/4/12,79,88,72,0,,
2004/4/13,78,87,74,0.02,,
2004/4/14,77,85,73,0.48,,
2004/4/15,72,75,71,0.03,,
2004/4/16,72,74,70,0,,
2004/4/17,72,76,70,2.64,,
2004/4/18,74,85,67,0,,
2004/4/19,78,91,66,0,,
2004/4/20,80,91,70,0,,
2004/4/21,81,90,76,0,,
2004/4/22,82,91,76,0,,
2004/4/23,83,89,78,0,,
2004/4/24,80,85,78,0,,
2004/4/25,77,83,73,0,,
2004/4/26,79,85,74,0,,
2004/4/27,80,90,71,0.85,,
2004/4/28,78,84,74,0,,
2004/4/29,76,83,72,0,,
2004/4/30,81,90,73,0,,
2004/5/1,82,90,75,0,,
2004/5/2,81,89,76,0,,
2004/5/3,83,93,76,0,,
2004/5/4,72,84,67,0.57,,
2004/5/5,71,84,63,0,,
2004/5/6,74,81,69,0,,
2004/5/7,72,77,70,0.12,,
2004/5/8,74,79,71,2.1,,
2004/5/9,77,90,67,0,,
2004/5/10,81,91,75,0,,
2004/5/11,83,90,78,0,,
2004/5/12,83,90,79,0,,
2004/5/13,79,85,76,2.71,,
2004/5/14,79,85,75,3.57,,
2004/5/15,82,89,76,0.17,,
2004/5/16,81,93,73,0.31,,
2004/5/17,74,78,71,0,,
2004/5/18,76,83,71,0,,
2004/5/19,73,78,69,0.42,,
2004/5/20,75,85,69,0.3,,
2004/5/21,73,78,67,0.78,,
2004/5/22,76,87,67,0,,
2004/5/23,82,95,70,0,,
2004/5/24,84,94,74,0,,
2004/5/25,83,89,75,0,,
2004/5/26,83,92,77,0,,
2004/5/27,83,92,74,1.99,,
2004/5/28,80,89,77,0.02,,
2004/5/29,81,90,77,0.03,,
2004/5/30,78,90,77,0.2,,
2004/5/31,81,93,75,0.39,,
2004/6/1,81,92,74,0.01,,
2004/6/2,83,93,74,0.52,,
2004/6/3,83,89,79,0,,
2004/6/4,85,92,79,0,,
2004/6/5,83,89,79,0,,
2004/6/6,76,83,74,2.1,,
2004/6/7,78,88,73,0,,
2004/6/8,83,92,76,0,,
2004/6/9,83,94,74,0,,
2004/6/10,83,93,78,0,,
2004/6/11,84,93,78,0,,
2004/6/12,85,95,76,0,,
2004/6/13,85,94,76,0,,
2004/6/14,83,92,73,0,,
2004/6/15,83,89,78,0.67,,
2004/6/16,81,89,76,1.35,,
2004/6/17,81,92,75,0.09,,
2004/6/18,85,91,79,0,,
2004/6/19,87,96,82,0,,
2004/6/20,83,95,77,0.96,,
2004/6/21,82,91,77,1.14,,
2004/6/22,81,93,75,1.91,,
2004/6/23,86,92,80,0,,
2004/6/24,83,93,78,1.14,,
2004/6/25,85,93,80,0,,
2004/6/26,86,93,80,0.26,,
2004/6/27,87,95,79,0.08,,
2004/6/28,87,98,79,0,,
2004/6/29,90,101,82,0,,
2004/6/30,92,102,83,0,,
2004/7/1,92,102,85,0,,
2004/7/2,90,98,83,0.01,,
2004/7/3,88,97,78,0.03,,
2004/7/4,83,91,78,0.14,,
2004/7/5,84,93,78,0.83,,
2004/7/6,85,91,78,0.42,,
2004/7/7,86,96,76,0.63,,
2004/7/8,82,94,75,0.78,,
2004/7/9,84,93,74,0.11,,
2004/7/10,85,93,80,0,,
2004/7/11,84,90,80,0.07,,
2004/7/12,81,87,74,2.54,,
2004/7/13,77,85,73,2.23,,
2004/7/14,83,94,77,0,,
2004/7/15,85,97,76,0,,
2004/7/16,84,91,80,0.09,,
2004/7/17,80,89,77,0.26,,
2004/7/18,82,89,77,0.11,,
2004/7/19,84,90,80,0,,
2004/7/20,80,90,77,1.02,,
2004/7/21,81,86,77,0.34,,
2004/7/22,84,95,77,0.06,,
2004/7/23,83,93,76,0,,
2004/7/24,86,96,76,0,,
2004/7/25,87,96,79,0,,
2004/7/26,85,94,78,0,,
2004/7/27,86,94,79,0,,
2004/7/28,81,88,79,0.91,,
2004/7/29,79,84,76,2.23,,
2004/7/30,80,85,77,0.02,,
2004/7/31,83,94,78,0,,
2004/8/1,86,96,78,0,,
2004/8/2,87,96,79,0,,
2004/8/3,89,97,81,0,,
2004/8/4,84,93,80,0.08,,
2004/8/5,82,89,78,0,,
2004/8/6,83,91,78,0,,
2004/8/7,86,95,78,0,,
2004/8/8,87,97,79,0,,
2004/8/9,89,99,82,0,,
2004/8/10,90,101,82,0,,
2004/8/11,88,100,77,0.33,,
2004/8/12,84,94,77,0.03,,
2004/8/13,87,96,79,0,,
2004/8/14,84,89,82,0.19,,
2004/8/15,85,91,80,0.13,,
2004/8/16,85,93,78,0,,
2004/8/17,89,101,79,0,,
2004/8/18,90,99,83,0,,
2004/8/19,89,96,82,0,,
